# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 2.6 - Jan. 24, 2020
# Instrument: hb3_Fahima.instr
# Ncount: 1000000000
# Trace: no
# Gravitation: no
# Seed: 1590197547
# Directory: /home/fi0/HB3A_simulation/hb3_Fahima_20200522_190210
# Param: brightness=2.3e+11
# Param: Lmin=0.1
# Param: Lmax=5
# Param: lambda=1.53
# Param: DM=1.02941
# Param: THETA_M=48
# Param: SM=1
# Param: RV=1.4
# Param: L1=6.56
# Param: TILT=0
# Date: Fri May 22 19:51:59 2020 (1590191519)
# type: array_1d(200)
# Source: HB3A (hb3_Fahima.instr)
# component: source_check_wavelength_at_monochromator
# position: -4.24916 0 5.31336
# title: Wavelength monitor
# Ncount: 1000000000
# filename: source_check_wavelength_at_monochromator.dat
# statistics: X0=1.33036; dX=0.33612;
# signal: Min=0; Max=5857.28; Mean=74.7889;
# values: 14957.8 224.395 9586
# xvar: L
# yvar: (I,I_err)
# xlabel: Wavelength [AA]
# ylabel: Intensity
# xlimits: 0 6
# variables: L I I_err N
0.015 0 0 0 
0.045 0 0 0 
0.075 0 0 0 
0.105 8.547760711e-87 9.19192536e-88 707 
0.135 3.370260044e-60 3.618377255e-61 454 
0.165 5.482584149e-38 3.858035891e-39 578 
0.195 8.802461092e-29 5.929517642e-30 315 
0.225 1.680301413e-20 1.010952438e-21 342 
0.255 2.140700397e-13 1.104534411e-14 419 
0.285 0 0 0 
0.315 1.477401096e-07 6.841309313e-09 491 
0.345 0 0 0 
0.375 0.009223218164 0.000341480221 747 
0.405 0 0 0 
0.435 0 0 0 
0.465 0 0 0 
0.495 11.36563765 0.5355859206 451 
0.525 13.61551129 0.6225317889 479 
0.555 0 0 0 
0.585 0 0 0 
0.615 0 0 0 
0.645 0 0 0 
0.675 0 0 0 
0.705 0 0 0 
0.735 0 0 0 
0.765 3857.675823 95.75411819 1624 
0.795 0 0 0 
0.825 0 0 0 
0.855 0 0 0 
0.885 0 0 0 
0.915 0 0 0 
0.945 0 0 0 
0.975 0 0 0 
1.005 0 0 0 
1.035 0 0 0 
1.065 0 0 0 
1.095 0 0 0 
1.125 0 0 0 
1.155 0 0 0 
