# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 2.6 - Jan. 24, 2020
# Instrument: hb3_Fahima.instr
# Ncount: 1000000000
# Trace: no
# Gravitation: no
# Seed: 1590197547
# Directory: /home/fi0/HB3A_simulation/hb3_Fahima_20200522_190210
# Param: brightness=2.3e+11
# Param: Lmin=0.1
# Param: Lmax=5
# Param: lambda=1.53
# Param: DM=1.02941
# Param: THETA_M=48
# Param: SM=1
# Param: RV=1.4
# Param: L1=6.56
# Param: TILT=0
# Date: Fri May 22 19:51:59 2020 (1590191519)
# type: array_1d(200)
# Source: HB3A (hb3_Fahima.instr)
# component: source_check_energy_at_beamtube_exit
# position: -2.93808 0 2.83502
# title: Energy monitor
# Ncount: 1000000000
# filename: source_check_energy_at_beamtube_exit.dat
# statistics: X0=53.9272; dX=37.6361;
# signal: Min=0; Max=2.23981e+08; Mean=5.40214e+07;
# values: 1.08043e+10 629266 7.8799e+08
# xvar: E
# yvar: (I,I_err)
# xlabel: Energy [meV]
# ylabel: Intensity
# xlimits: 0 300
# variables: E I I_err N
0.75 0 0 0 
2.25 0 0 0 
3.75 62422078.68 5611.102256 129574820 
5.25 97922373.87 9943.709053 100531933 
6.75 119093829.7 14528.10663 68609283 
8.25 137603681.2 19467.98263 50625179 
9.75 153829717.7 24631.64987 39355280 
11.25 167891068.6 29900.95896 31729983 
12.75 179938712.8 35181.50652 26282885 
14.25 190273527.9 40413.81617 22245984 
15.75 198686604.7 45499.35856 19121745 
17.25 205886290.1 50454.7519 16687608 
18.75 211493558.5 55181.95028 14714710 
20.25 215999609.4 59700.1837 13108696 
21.75 219334227.6 63961.5268 11772437 
23.25 221722769.3 67967.80993 10651624 
24.75 223309038.5 71717.64588 9702672 
26.25 223981180.2 75172.91343 8883291 
27.75 223881908.5 78338.33854 8171778 
29.25 223151197.5 81224.71145 7551117 
30.75 221684507.7 83800.93865 7000528 
32.25 219773710.6 86113.27937 6515430 
33.75 217465101.3 88167.23737 6085200 
35.25 214929211.1 89993.88133 5705018 
36.75 211765416.3 91509.88169 5356129 
38.25 208484495 92820.57424 5045721 
39.75 204859758.2 93878.16425 4762528 
41.25 201108429.4 94735.20347 4506943 
42.75 196907101.9 95316.4768 4267990 
44.25 192902378.7 95780.63983 4056484 
45.75 188493766.3 95985.79561 3856600 
47.25 184242273.1 96076.38061 3677606 
48.75 179501649.9 95890.32641 3504316 
50.25 174951955 95609.5826 3348478 
51.75 170592926.5 95244.99668 3208098 
53.25 165978632.1 94678.30764 3073343 
54.75 161358249.4 93983.49693 2947711 
56.25 156725243.1 93164.36721 2829974 
57.75 151986649.5 92198.08816 2717503 
59.25 147519361.7 91204.31567 2616190 
60.75 143041924.6 90104.3201 2520210 
62.25 138758684.9 88968.71685 2432464 
63.75 134196214.9 87650.50364 2344078 
65.25 129863277.8 86318.55168 2263417 
66.75 125635265 84938.87234 2187813 
68.25 121727695.8 83591.28317 2120591 
69.75 117510048.5 82064.79403 2050390 
71.25 113551151.3 80559.54226 1986779 
72.75 109586545.6 78988.05643 1924830 
74.25 105764986.1 77407.80386 1866876 
75.75 102017130.8 75798.16146 1811467 
77.25 98276235.26 74138.30333 1757170 
78.75 94820729.1 72537.06464 1708792 
80.25 91353465.69 70886.98207 1660811 
81.75 88018404.04 69246.11228 1615697 
83.25 84713401.97 67578.09613 1571436 
84.75 81608847.68 65954.46665 1531056 
86.25 78313614.21 64219.95892 1487100 
87.75 75551061.76 62673.10587 1453199 
89.25 72631940.36 61034.9871 1416135 
90.75 69755004.24 59388.1351 1379619 
92.25 67136999.41 57828.98518 1347849 
93.75 64489235.09 56235.76787 1315099 
95.25 61943916.79 54668.55084 1283903 
96.75 59448037.38 53105.665 1253153 
98.25 57138337.8 51610.66876 1225710 
99.75 54863421.46 50117.77042 1198380 
101.25 52656333 48644.03911 1171804 
102.75 50496684.24 47181.2817 1145513 
104.25 48437645.02 45756.12864 1120681 
105.75 46498150.85 44379.36682 1097803 
107.25 44570326.33 43001.45278 1074339 
108.75 42861838.77 41724.05098 1055323 
110.25 41029639.24 40382.0269 1032373 
111.75 39217929.86 39045.20989 1008909 
113.25 37653791.95 37828.66581 990819 
114.75 36055360.75 36592.60412 970896 
116.25 34549450.14 35402.21787 952449 
117.75 33098221.64 34239.2258 934507 
119.25 31671025.27 33088.27201 916216 
120.75 30265353.81 31948.60233 897450 
122.25 29059985.45 30915.84333 883592 
123.75 27818245.9 29865.43781 867652 
125.25 26627779.88 28844.41244 852258 
126.75 25435741.21 27824.59993 835711 
128.25 24364504.09 26873.43823 822043 
129.75 23302715.04 25930.57991 807635 
131.25 22237209.44 24988.42963 791972 
132.75 21339004.3 24143.74981 781208 
134.25 20384753.64 23271.4242 767350 
135.75 19496240.52 22440.39582 754866 
137.25 18642550.82 21633.08404 742683 
138.75 17834368.27 20856.60051 731238 
140.25 17028809.17 20086.07497 718802 
141.75 16273102.83 19349.32872 707360 
143.25 15547605.24 18634.98847 696147 
144.75 14861654.84 17948.74948 685644 
146.25 14196214.42 17279.61672 675010 
147.75 13543465.58 16622.80272 663873 
149.25 12945014.3 16003.73546 654330 
150.75 12384499.08 15413.30253 645655 
152.25 11824074.33 14827.28174 635985 
153.75 11273247.18 14252.10874 625714 
155.25 10787822.44 13722.6345 618058 
156.75 10292563.83 13191.83397 608799 
158.25 9835632.993 12690.11544 600774 
159.75 9378913.505 12193.02152 591726 
161.25 8948781.85 11717.67396 583289 
162.75 8558831.739 11273.27013 576459 
164.25 8137918.311 10812.41935 566527 
165.75 7781848.717 10399.27437 560015 
167.25 7429934.314 9992.835637 552883 
168.75 7077449.45 9590.23099 544674 
170.25 6737198.745 9199.845669 536339 
171.75 6433311.858 8838.496279 529852 
