# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 2.6 - Jan. 24, 2020
# Instrument: hb3_Fahima.instr
# Ncount: 10000000
# Trace: no
# Gravitation: no
# Seed: 1590382566
# Directory: /home/fi0/HB3A_simulation/source_code/hb3_Fahima_20200524_171725
# Param: brightness=2.3e+11
# Param: Lmin=0.1
# Param: Lmax=5
# Param: lambda=1.53
# Param: DM=1.02941
# Param: THETA_M=48
# Param: SM=1
# Param: RV=1.4
# Param: L1=6.56
# Param: TILT=0
# Date: Sun May 24 17:22:06 2020 (1590355326)
# type: array_1d(200)
# Source: HB3A (hb3_Fahima.instr)
# component: source_check_wavelength_at_main_shutter_exit
# position: -3.49061 0 3.30248
# title: Wavelength monitor
# Ncount: 10000000
# filename: source_check_wavelength_at_main_shutter_exit.dat
# statistics: X0=1.51213; dX=0.65787;
# signal: Min=0; Max=1.8698e+08; Mean=3.34529e+07;
# values: 6.69058e+09 4.95134e+06 5.34125e+06
# xvar: L
# yvar: (I,I_err)
# xlabel: Wavelength [AA]
# ylabel: Intensity
# xlimits: 0 6
# variables: L I I_err N
0.015 0 0 0 
0.045 0 0 0 
0.075 0 0 0 
0.105 1.275143331e-80 5.27366314e-82 21593 
0.135 1.191791682e-47 3.366652621e-49 32889 
0.165 8.20151591e-30 1.779470737e-31 32766 
0.195 4.201906941e-19 7.254338537e-21 33015 
0.225 3.640912708e-12 5.118014511e-14 32830 
0.255 1.920201243e-07 2.286223172e-09 32744 
0.285 0.0004444036236 4.514432153e-06 32458 
0.315 0.1342750349 0.001172919948 32971 
0.345 9.720721839 0.07586034308 32758 
0.375 263.2710318 1.871041559 32628 
0.405 3540.902268 23.19562789 33037 
0.435 26836.16742 168.1680839 32311 
0.465 139395.0253 834.9371703 32785 
0.495 518055.7043 3032.868436 32563 
0.525 1512432.645 8694.374908 32607 
0.555 3642717.13 20660.55391 32706 
0.585 7508442.628 42130.32476 32893 
0.615 13487209.4 75568.71685 32625 
0.645 22402889.07 124139.5079 33113 
0.675 33251508.24 185009.8105 32676 
0.705 47058655.19 260253.6682 32955 
0.735 62029049.27 343579.1526 32773 
0.765 78364060.67 433654.129 32778 
0.795 95777997.4 527787.0154 33016 
