# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 2.6 - Jan. 24, 2020
# Instrument: hb3_Fahima.instr
# Ncount: 1000000000
# Trace: no
# Gravitation: no
# Seed: 1590197547
# Directory: /home/fi0/HB3A_simulation/hb3_Fahima_20200522_190210
# Param: brightness=2.3e+11
# Param: Lmin=0.1
# Param: Lmax=5
# Param: lambda=1.53
# Param: DM=1.02941
# Param: THETA_M=48
# Param: SM=1
# Param: RV=1.4
# Param: L1=6.56
# Param: TILT=0
# Date: Fri May 22 19:51:59 2020 (1590191519)
# type: array_1d(200)
# Source: HB3A (hb3_Fahima.instr)
# component: source_check_wavelength_at_beamtube_exit
# position: -2.93732 0 2.83438
# title: Wavelength monitor
# Ncount: 1000000000
# filename: source_check_wavelength_at_beamtube_exit.dat
# statistics: X0=1.51233; dX=0.657694;
# signal: Min=0; Max=3.03137e+08; Mean=5.40306e+07;
# values: 1.08061e+10 629266 8.62274e+08
# xvar: L
# yvar: (I,I_err)
# xlabel: Wavelength [AA]
# ylabel: Intensity
# xlimits: 0 6
# variables: L I I_err N
0.015 0 0 0 
0.045 0 0 0 
0.075 0 0 0 
0.105 2.164693173e-80 6.85870637e-83 3519448 
0.135 1.870634662e-47 4.239152911e-50 5278961 
0.165 1.299749881e-29 2.237228782e-32 5280930 
0.195 6.81407305e-19 9.30329072e-22 5281168 
0.225 5.763742669e-12 6.445445763e-15 5277227 
0.255 3.083741137e-07 2.889699229e-10 5270468 
0.285 0.0007152695225 5.717669785e-07 5277382 
0.315 0.2137126934 0.0001483284396 5283789 
0.345 15.68517413 0.009651387863 5282222 
0.375 427.6658792 0.2387302476 5274657 
0.405 5669.959298 2.934990005 5277853 
0.435 43798.32509 21.47162063 5277424 
0.465 224383.3484 105.9094022 5276028 
0.495 838624.6404 385.5328556 5280105 
0.525 2448369.557 1105.616155 5283517 
0.555 5864974.086 2619.765402 5273467 
0.585 12055596.28 5339.329102 5278910 
0.615 21808289.84 9611.203225 5273612 
0.645 35730983.85 15674.58031 5283088 
0.675 53709923.79 23508.68854 5279895 
0.705 75440379.5 32952.86237 5282771 
0.735 99939098.73 43609.6544 5280574 
